food_item,energy_kcal,carbs,protein_g,fat_g,free_sugar_g,fibre_g,cholesterol_mg,calcium_mg,nutrition_density,health_risk_score,is_spice_condiment
Paneer lababdar,105.48,3.37,3.98,8.46,1.96,1.16,7.19,55.56,17.50686544861065,16.429674782567297,False
Roasted cauliflower steak,78.68,2.02,2.05,6.7,0.44,3.53,0.0,24.47,18.231114844262603,12.972341531022234,False
Sauteed radishes with green beans,94.32,6.04,2.41,6.61,1.78,3.52,7.44,40.2,18.97278610888181,14.83127254619405,False
Garlic chutney/Poondu chutney (Lahasun ki chutney),255.51,20.44,3.34,17.55,13.36,5.15,0.0,63.51,22.047454408068926,31.033830244300283,False
Schezwan chutney,205.19,10.79,3.33,17.72,5.66,5.72,0.79,35.46,23.00795443744765,22.75077110963976,False
Onion chutney (Pyaaz ki chutney/Vengaya chutney),143.94,13.52,2.97,8.38,6.8,4.6,0.0,28.5,20.579283842099187,19.865356891910764,False
Dates chutney (Khajoor ki chutney),103.57,21.69,1.07,1.12,18.68,3.41,0.0,28.72,15.025777338533741,28.596518044298517,False
Chicken salad,338.19,1.3,15.33,30.26,0.96,2.0,47.62,43.19,32.8520304714459,25.772983751890152,False
Macaroni salad,262.19,21.63,5.02,17.78,3.73,0.56,58.64,35.7,16.67209752090308,27.844786161663034,False
Cabbage raita (Pattagobhi raita),84.84,5.25,3.24,5.76,4.21,0.93,16.26,118.49,17.788747513746447,18.057414632150635,False
Pomegranate raita (Anaar ka raita),72.64,7.15,4.05,3.24,7.01,0.6,4.67,138.31,18.677077740129825,18.575058147928914,False
Onion raita (Pyaaz ka raita),71.56,7.86,4.86,2.43,7.07,0.65,8.61,163.8,20.565145275194645,18.222694775187822,False
Green chilli raita (Hari mirch ka raita),77.13,7.66,5.58,2.92,7.49,0.26,10.52,193.58,21.668379914424516,18.92431060365137,False
Kale salad,177.71,5.01,4.86,15.33,3.31,1.36,6.12,109.11,20.231843703177113,21.111014582198646,False
Spinach and paneer souffle ,186.19,9.64,7.56,13.49,2.81,1.07,76.02,114.32,23.32756696376441,23.640382230559915,False
Masala souffle ,123.51,8.02,6.38,7.37,1.84,1.24,86.45,103.68,21.983777780412634,20.291868564244325,False
Chicken and cheese souffle,182.35,3.47,9.07,14.74,2.46,0.26,89.24,61.71,22.41169493103829,24.295359389185148,False
Tamarind chutney (Chintapandu pachadi/Puli chutney),109.15,25.07,0.88,0.48,22.85,1.65,0.68,40.3,11.7593928857397,33.29034673920571,False
Pav bhaji masala,230.47,29.15,9.13,10.96,1.48,24.3,0.0,588.91,78.12347472027186,5.425733039241333,True
Green chutney,79.42,10.01,5.42,1.6,0.92,5.84,0.0,112.74,29.10727432582345,9.15174747607077,False
Sago khitchdi/khichri (Sabudana khitchdi/khichri),187.16,22.41,2.72,10.1,1.03,1.82,12.24,15.13,15.763438867961792,18.46864698644844,False
Gram flour chilla/cheela (Besan chilla/cheela),135.93,21.03,7.8,2.85,1.87,4.25,0.0,28.38,26.973970674173422,11.560163914947708,False
Vegetable namkeen jave,112.23,18.98,2.93,2.51,1.04,2.86,3.41,10.32,17.84725392024473,13.029325483484811,False
Khakhra,178.5,27.66,4.78,5.32,0.88,5.43,0.0,21.27,24.78461408670039,13.079807033148755,False
Moong bean dosa (Pesarattu),285.96,31.91,12.32,11.67,2.9,6.04,17.86,36.44,35.677836783332225,17.282218571006215,False
Methi thepla,346.16,41.34,8.98,15.95,2.98,7.56,1.85,73.51,34.80547541876362,19.745910486291663,False
Rice puttu (Ari puttu),81.98,11.82,1.26,3.13,0.33,0.76,0.0,4.96,12.10943096948017,13.44061586400373,False
Buckwheat pancake (Khura),263.3,27.28,2.91,16.43,0.64,0.56,41.31,11.32,13.593629344047041,24.37163209756801,False
Quinoa khichdi/khichri,64.01,8.83,3.18,1.59,0.69,2.58,2.61,24.59,18.217981738280283,11.306121924429451,False
Khakhra chaat,358.66,16.64,4.52,30.65,3.26,3.04,0.06,24.49,19.70671429363196,29.292513591740587,False
Banana appam,469.81,20.06,1.17,42.53,9.95,0.67,0.0,13.74,10.047462706816948,44.466514884921,False
Veg manchurian,585.64,6.82,0.89,61.65,0.76,1.16,0.0,16.79,11.10558987971533,45.16614559850359,False
Pav bhaji,96.53,11.99,2.66,4.32,2.06,1.98,8.91,24.86,16.308873135115896,15.119651965739033,False
Rice murukku,593.99,33.29,5.41,48.22,0.17,2.18,5.32,24.63,19.262365059835272,38.21086408876924,False
Bhel puri ,509.89,16.47,3.52,47.91,3.41,2.24,0.0,24.22,16.604478948191435,39.5492076798699,False
Semolina dhokla (Suji/Rava dhokla),194.91,30.86,5.44,5.2,1.85,5.12,0.0,31.17,25.313888114765753,14.177996455361736,False
Spicy corn chaat ,479.8,11.45,4.61,46.55,0.95,2.17,3.89,17.28,18.01445743048865,36.01910390261673,False
Jackfruit fritters (Ponsa mulik/Kathal ka pakora),597.79,24.0,2.34,54.41,11.48,1.5,0.0,24.62,12.796994555317546,51.91310852298545,False
Banana chips (Kele ke chips),665.67,7.32,0.37,70.46,4.37,0.65,0.0,2.01,8.537747609836622,53.72406086878167,False
Wheat cake,314.63,41.13,4.79,14.95,25.79,2.76,40.13,98.91,19.594193700271976,45.862412818331244,False
Mango cheesecake,152.46,20.06,2.39,7.3,15.36,1.14,16.9,55.1,13.912895324119566,30.480888765865327,False
Carrot cake (Gajar ka cake),255.59,35.98,5.6,10.27,23.96,2.93,11.61,156.1,23.01514644334888,39.083151591692555,False
Semolina cake (Suji/Rava cake),374.14,31.32,6.58,25.18,18.86,5.37,27.06,128.28,27.66323041593058,41.57541171984096,False
Finger millet cake (Ragi cake),279.46,38.93,3.96,12.27,24.76,2.35,25.2,118.38,18.62042605462485,42.829263028929574,False
Honey cake,333.59,49.04,3.08,14.7,33.43,0.51,1.54,50.86,11.511175409303238,52.54290276309413,False
Almond cardamom cake (Badam elaichi cake),356.35,34.53,7.18,21.36,18.06,2.35,74.32,81.29,22.10669701677595,43.37633012474392,False
Tutti frutti cake,347.72,52.94,4.49,12.68,28.08,0.85,2.46,61.41,14.827764710915954,46.63844469697743,False
Ham and Bean soup,96.04,4.18,10.61,4.15,1.43,0.54,25.92,20.52,24.256965401060764,13.081211824667264,False
Whey soup,68.91,6.26,3.45,3.34,5.87,0.84,0.83,164.92,19.19511594704456,17.372319506324352,False
Bottle gourd soup (Ghiya/Lauki soup),23.05,1.16,0.45,1.79,0.39,0.96,0.72,15.14,11.732456228599895,11.981308132302004,False
Baked potato soup,147.05,5.85,5.73,11.21,3.44,0.3,26.31,106.56,19.57051792144381,20.573670633219997,False
Pumpkin soup,40.05,2.08,0.47,3.2,1.47,1.19,0.86,12.17,11.899668596068729,13.709623271216076,False
Sweet corn soup,32.25,3.56,0.99,1.63,0.9,0.31,0.0,3.72,10.975697031276006,12.662577140368583,False
Paneer soup,47.85,2.42,3.22,2.8,1.98,0.28,0.0,82.76,16.01012638652785,13.513687874577185,False
Curried Cauliflower soup,37.32,3.12,6.72,9.77,1.79,2.34,4.77,37.25,22.576588658487495,13.348791371147932,False
Millet soup,55.99,8.22,11.26,12.57,1.45,2.82,1.45,65.21,30.12905745439845,12.149913053646475,False
Lemon coriander soup,108.06,10.32,2.27,6.26,2.2,6.77,0.0,102.57,25.97036628608042,13.346315014782016,False
Garlic soup,194.86,6.99,2.38,17.62,2.39,1.66,22.92,60.55,16.04938017902394,23.33888103682679,False
Dal makhani,74.04,7.96,3.32,3.06,0.8,2.27,7.25,20.62,17.71153422192097,12.525719462000339,False
Dalma,118.93,15.04,4.91,4.58,3.1,2.16,0.0,54.28,20.31498553501231,15.104573981869322,False
Split bengal gram dal (Channa dal),99.67,9.99,4.15,4.62,0.98,3.72,8.53,21.99,21.175453884742655,12.81211287536311,False
Horsegram dal (Kulthi dal) ,55.65,8.21,2.91,1.13,0.72,1.52,0.0,38.22,16.521780199025393,11.470077581805295,False
Panchmel dal,111.22,10.71,4.63,5.36,0.75,3.2,11.86,23.05,20.96674799921283,13.395394520726484,False
Dal dhokli,68.74,8.55,2.96,2.47,1.12,1.86,0.0,14.54,16.38391580163243,12.394012483910348,False
Gujarati handvo ,207.09,31.86,8.24,4.8,2.51,4.95,1.93,68.21,29.71251126523387,13.99549324498843,False
Sev (Omapodi/Karapusa),609.14,12.87,5.12,60.08,0.53,2.35,0.0,13.95,18.590369465518076,42.64694330317166,False
Papdi,708.96,12.89,1.83,72.11,0.31,0.56,0.0,6.06,10.792327941178636,51.04294965321628,False
Jowar dosa,294.35,40.53,8.5,10.28,0.59,5.56,0.0,19.46,29.68753978346154,15.56124177410996,False
Bread roll,435.46,16.12,2.85,40.25,0.94,1.45,0.0,44.83,15.476399780293804,33.68025171435362,False
Soya seekh kebab,115.05,10.0,5.4,5.88,0.51,2.24,0.0,15.67,20.21834931602593,12.879946479147547,False
Classic seasoned black beans,28.78,7.66,8.01,8.28,0.44,3.51,0.0,40.11,26.486267093951312,10.01507000045195,False
Maa chaane ki dal,344.67,43.11,19.8,9.5,1.05,13.45,15.36,68.65,58.93368100382349,9.270049947089166,False
Garlic chickpea soup (Lahasun aur chane ka shoraba),89.53,13.92,4.45,2.01,2.65,2.84,0.0,13.93,19.78055165385781,12.995069467223384,False
White sauce (thin),115.17,6.58,3.31,8.41,4.58,0.07,11.04,110.2,16.11663694494627,20.064733303246726,False
White sauce (medium),151.27,7.98,3.36,11.76,4.32,0.14,20.47,103.53,16.01424817849277,22.321810939513167,False
White sauce (thick),209.69,10.24,3.43,17.19,3.9,0.24,35.72,92.74,15.812092903599035,25.988540907493565,False
Cheese sauce,194.76,7.08,7.68,15.12,4.53,0.12,39.75,255.14,25.899177523937222,24.121442590944852,False
Egg sauce,146.85,5.88,5.97,11.08,3.19,0.12,111.08,89.49,18.871607312663606,25.580245050822292,False
Mushroom sauce,137.56,7.31,3.39,10.51,3.86,0.47,18.2,94.1,16.415201841623947,20.847552050756782,False
Mustard sauce,158.58,8.29,3.98,12.17,4.22,0.13,19.97,109.03,16.97130236025346,22.261182649303652,False
Brown sauce,109.18,5.38,11.92,23.67,0.13,1.69,0.0,40.44,28.29315572896605,16.174930927989823,False
Classic italian pasta,42.12,4.4,0.57,2.45,2.94,1.36,1.7,19.55,12.382743298447213,14.756783851763625,False
Pasta spinach sauce,85.46,1.76,1.76,7.9,1.04,0.86,9.34,58.57,14.297246815073196,16.13098793269857,False
Pasta cheese sauce,149.26,9.0,4.33,10.84,4.22,0.14,22.22,152.68,18.7450902975272,21.59039461201683,False
Mayonnaise,774.86,1.65,1.86,84.52,1.44,0.11,117.12,15.36,9.609612410016222,65.32668529634985,False
Low calorie quick mayonnaise,242.89,4.71,1.41,24.35,0.83,0.06,35.67,6.47,10.510903561484968,27.307833173719377,False
Thousand island dressing,407.87,4.49,1.37,42.87,3.1,0.46,34.0,9.11,10.490535505135066,39.13346335681882,False
Curd dip,79.95,7.95,5.04,3.36,7.12,0.1,10.59,167.17,19.952778969793755,19.105324702252865,False
Short crust pastry,422.1,44.72,6.11,23.98,3.18,1.58,61.0,16.9,19.067497031806955,32.25613445363401,False
Choux pastry,222.37,16.2,5.55,14.96,1.5,0.56,125.01,19.43,17.01901734627587,27.88975071867352,False
Flaky pastry,443.94,33.61,4.69,31.99,0.81,1.25,0.0,9.28,16.692621269217177,30.280362826977065,False
Sponge cake ,253.77,44.63,9.18,4.74,26.33,0.69,182.09,30.22,19.693699216418246,49.62314850127314,False
Glace icing,323.51,86.31,0.01,0.01,85.35,0.0,0.0,1.95,0.0,95.71269147865063,False
Royal icing,332.58,86.53,1.74,0.02,85.57,0.0,0.0,2.87,2.2692089772987387,95.42513950402095,False
American frosting,257.57,67.48,1.05,0.01,67.46,0.0,0.0,7.05,3.456766170669413,77.6057415759551,False
Gum icing,223.07,53.19,5.94,0.0,52.63,0.0,0.0,18.62,11.812701911400438,61.429400658708644,False
Channa murmura premix,339.09,72.59,10.59,3.28,1.52,8.21,0.0,21.36,36.8877622623889,12.824473314845315,False
Cracked wheat and green gram dal premix (Dalia moong dal premix),362.16,64.75,15.89,5.11,0.63,11.66,0.0,49.03,50.41961608017326,9.291273249752088,False
Rice flakes and roasted channa ,333.4,71.94,10.57,2.94,1.31,8.84,0.0,17.23,37.818723068623626,12.078808688469234,False
Spinach soup in milk ,56.72,3.98,2.89,3.2,3.34,0.79,0.0,106.1,16.944511825783884,14.956427980306602,False
Vegetable soup,55.21,7.6,2.22,1.55,1.61,3.01,3.34,18.1,17.388364624701655,12.141384458416933,False
Mashed banana with milk,95.43,14.62,2.51,2.99,11.35,0.71,0.0,78.64,14.640617555529168,23.203732748606534,False
Poha with curd (Poha aur dahi),173.32,26.72,6.01,4.65,5.46,1.09,13.37,140.9,22.18076044232695,19.42190770478095,False
Potato with curd,73.18,12.01,3.19,1.33,3.3,1.02,4.38,85.41,17.133073247875213,14.683905890865725,False
Sweet wheat porridge (Sweet dalia),140.66,23.77,5.11,2.79,12.23,2.37,0.0,99.18,21.285937151159093,23.06389270974786,False
Vegetable khichdi/khichri,143.17,19.57,5.61,4.53,3.71,2.45,11.92,100.54,22.947855331345764,16.499875263803567,False
Moong dal mixture,158.84,33.93,4.62,1.0,24.68,1.9,2.38,70.53,17.723429382248018,34.72138716180843,False
Cracked wheat khichri/khichdi (Dalia khichri/khichdi),167.45,22.35,7.56,5.52,3.79,3.74,14.62,123.04,28.25157846472176,16.190095755252273,False
Stewed apple,91.93,22.49,0.17,0.37,20.45,1.48,0.0,9.25,9.910676734255464,31.01997760204718,False
Lemon squash (Nimbu ka squash),184.56,48.88,0.15,0.06,48.88,0.0,0.0,9.85,4.375544664319305,59.510159074404285,False
Orange squash (Santre ka squash),193.26,50.88,0.22,0.04,50.56,0.4,0.0,10.62,4.9695221761247925,60.99013572365337,False
Lichi squash,198.33,51.96,0.3,0.08,51.31,0.41,0.0,6.39,4.8841183971544115,61.76005693831263,False
Mango squash (Aam ka squash),194.66,50.96,0.17,0.17,50.84,0.58,0.0,9.47,5.135688918683449,61.24879248337028,False
Pineapple squash (Ananas ka squash),195.02,51.34,0.16,0.05,51.08,1.06,0.0,7.96,5.851204063933626,61.19408971576857,False
Lemon and ginger squash (Nimbu aur adrak ka squash),170.34,44.06,0.54,0.21,42.53,1.07,0.0,11.18,7.381063678587488,52.790535197091565,False
Apple jam (Seb ka murabba),188.79,48.56,0.14,0.32,46.76,1.29,0.0,10.84,6.747284860666818,57.12413264595358,False
Plum jam (Aloo bukhara jam),178.89,46.2,0.31,0.19,45.25,1.0,0.0,7.5,6.561782999850196,55.567823174793205,False
Pineapple jam ,149.18,38.27,0.32,0.15,37.44,2.2,0.0,10.47,9.50080756798827,47.199082255752344,False
Guava jelly (Amrood ki jelly),115.74,28.18,1.11,0.25,27.38,6.61,0.0,16.55,19.116724202420787,34.81765506363843,False
Orange marmalade (Santray ka murabba),104.17,25.94,0.66,0.13,25.09,1.97,0.0,17.59,11.114189421799779,34.971941713285645,False
Carrot murabba (Gajar ka murabba),175.24,45.6,0.32,0.16,44.83,1.39,0.0,15.86,7.51293256316389,54.89356602281305,False
Gooseberry marmalade (Amla murabba),123.16,32.34,0.14,0.03,28.61,0.0,0.0,16.4,6.745086942067367,39.75931391171417,False
Ginger candy (Adrak ki candy),195.71,50.38,0.69,0.27,47.99,1.67,0.0,10.43,7.9536799132723335,57.96374365832939,False
Mango pickle (Aam ka achaar),192.12,8.11,1.6,17.89,1.79,3.68,0.0,48.97,18.16458851176353,20.686784420638165,False
Mixed vegetable pickle (Sabziyoon ka achaar),211.2,7.48,1.9,19.68,2.77,2.76,0.0,42.81,16.701698416648554,22.962918162422376,False
Sweet lemon pickle (Neembu ka meetha achaar),69.54,16.87,1.22,0.21,14.63,2.13,0.0,42.57,13.97421859242197,24.438856647375015,False
Plum chutney (Aloo bukhara ki chutney),177.11,44.95,0.47,0.29,43.9,1.37,0.0,12.38,7.670128299497799,54.08743023648276,False
Raw mango chutney (Kachhe aam/Kairi ki chutney),193.13,49.94,0.51,0.16,45.22,2.17,0.0,25.92,9.295309961481417,55.17715017695646,False
Tomato sauce,34.33,7.23,0.81,0.27,5.69,1.79,0.0,13.0,12.98119185907926,15.905403191162854,False
Tomato puree,20.62,3.68,0.75,0.25,2.32,1.56,0.0,8.91,12.768921098465874,12.677857739876387,False
Garam masala,254.21,26.2,9.89,10.97,1.79,35.56,0.0,609.77,98.35326566369315,0.2360553896388069,True
Chat masala,222.58,23.87,8.19,9.91,0.79,18.62,0.0,519.5,65.54558254472994,7.516249734004706,True
Kashmiri masala,389.02,23.16,8.26,31.03,2.41,12.12,0.0,303.49,47.86853079915482,23.232310736718052,True
Rasam powder (Rasam masala),267.96,25.19,12.04,11.8,1.91,35.71,0.0,562.15,100.0,0.0,True
Sambar powder (Sambar masala),297.46,23.38,12.5,15.58,1.87,34.56,0.0,439.95,95.04702253577827,2.3211456396629195,True
Tartare sauce,610.93,2.96,1.44,66.12,2.18,0.42,50.47,21.06,10.32357698689534,51.85688293424215,False
Barbeque sauce,121.93,20.46,0.96,4.51,18.88,0.69,0.0,28.61,10.267906942844727,31.774926015624246,False
Bread sauce,111.04,8.69,3.46,7.05,4.63,0.56,8.48,110.72,17.172687477658457,19.082529679573003,False
Green chilli sauce,46.06,7.36,1.25,0.27,5.36,1.77,0.0,9.89,13.46208364939214,15.703218822437258,False
Home made plain noodles,238.78,44.5,6.21,3.56,1.07,1.65,0.0,12.27,20.10350219540624,15.340784547604605,False
Dal moong,43.69,4.92,2.2,1.62,0.13,1.08,3.55,7.69,14.021034755852378,11.564333626818275,False
Cumin seeds baghar (Jeera baghar/tadka),736.81,5.22,3.34,78.77,0.49,6.01,189.23,177.77,26.098112348122065,62.554693782856035,False
Onion tomato baghar (Pyaaz tamatar ka tadka),137.52,6.17,1.26,11.98,3.51,2.12,29.17,20.45,14.184605172604774,21.737114898129064,False
Mustard seeds baghar (Mustard seed tadka),552.59,10.45,4.73,54.3,1.14,9.74,130.57,182.93,34.96276022741026,44.50490340410336,False
Hot cherry sauce,252.74,67.95,0.13,0.07,17.65,0.0,0.0,24.82,8.047425724487534,32.75322035068433,False
Apple jelly (Seb ki jelly),152.13,39.37,0.1,0.21,38.18,0.86,0.0,7.89,6.832789844840203,48.723172639405945,False
Marmalade (Murabba),143.76,37.64,0.23,0.04,37.29,0.43,0.0,9.84,6.4507116875730475,47.83618582468647,False
Plum squash (Aloo bukhara squash),211.17,55.51,0.16,0.1,55.02,0.52,0.0,6.9,4.494952169486233,65.41713957191764,False
Lemon green chilli pickle (Nimboo aur hari mirch ka achaar),14.07,2.14,0.85,0.24,1.0,1.07,0.0,20.05,12.556937377817148,11.539416106408869,False
Brinjal pickle (Baingan ka achaar),139.01,4.23,2.24,12.98,1.07,4.62,0.0,37.28,20.431548142466564,16.42453120919763,False
Sweet and sour tomato pickle (Khatta meetha tamatar ka achaar),60.88,6.55,1.26,3.24,4.31,2.2,0.0,15.18,14.386135008206649,15.882149176072721,False
Jhatpat achar with carrot (Jhatpat achaar gajar ke saath),91.21,6.32,1.98,6.55,3.04,5.08,0.0,54.31,21.297737352727488,14.80105711974451,False
Tomato chutney (Tamatar ki chutney),176.07,31.85,0.97,6.01,30.02,1.49,0.0,25.34,10.265018211916969,43.18958588646356,False
Tomato ketchup,33.07,6.48,0.91,0.3,4.68,1.9,0.0,15.33,13.470198008467715,14.87644738525334,False
Bengal 5 Spice Blend (Panch Phoran),289.79,20.0,18.26,22.16,1.4,18.4,0.0,523.0,78.1613126338088,9.855144201554356,True
